i_episode,cumulated_reward,epsilon,error_dist
0,-8.645799855064393,0.9,1.171520035573248
1,-8.719329611697454,0.8999974500038251,1.1745753708029532
2,-8.780348544891307,0.899992350034425,1.2089604780257852
3,-8.71114085810641,0.8999847001376993,1.2101743519257995
4,22.50736684951989,0.8999473016336671,0.06334596058289098
5,0.28816627262026273,0.8999090548656522,0.17019689087754716
6,-8.306367417334517,0.8998886572931073,1.1867894446452851
7,-8.700959995177538,0.8998708098187034,1.1717955922921397
8,-0.5478573840968863,0.8998096213232091,0.30020930750606734
9,-0.19299567659851746,0.8997331418989158,0.21413670376024033
10,-7.529185001437151,0.8996991532530173,1.1350723048201201
11,-8.970059348542694,0.899671113643616,1.1530871785797967
12,-8.290380427196265,0.8996303304089667,1.1955619428160138
13,-7.613438851533449,0.8995861507804656,1.1888287542389813
14,-7.62768118214838,0.8995385752881481,1.2200537929596273
15,-8.669011195676804,0.8995003469124052,1.1906466804393139
16,-8.64619296695408,0.8994595718743621,1.1984383508526328
17,-8.592593444974451,0.8994162505408998,1.177960892091736
18,-7.511794000766258,0.8993398065183835,1.2491774686697843
19,-8.656096336085223,0.8992913955291383,1.186631468282698
20,-7.771868055865526,0.899223454935156,1.2333871933787754
21,19.21743008796216,0.8990629668687733,0.14456613233661317
22,17.993742880013194,0.8989135449361202,0.015816990410972
23,-8.652496095876323,0.8988549719223119,1.2041236550386685
24,-8.574762020811379,0.8987938565645128,1.1569542498095005
25,20.050069821557003,0.8985816846229697,0.04855197636769828
26,0.26297801159148904,0.8983610820645433,0.08947426116190177
27,-8.635958830547594,0.8982923675998696,1.205275744863011
28,-8.663468133054096,0.8982211140336828,1.207260956295655
29,-8.70378096840888,0.8981473220067615,1.1861038748964485
30,-7.580033683339208,0.8980455504345372,1.1055682507976148
31,-8.607855577988675,0.8979666858656061,1.109486950486583
32,-7.654628934318427,0.897858153076062,1.1970759556365276
33,-8.549630962198844,0.8977742192736994,1.191138522695775
34,-8.293499981387342,0.8976589298197387,1.244081364034806
35,20.977377972045247,0.8973623011073545,0.06408755529527888
36,-8.570295985244053,0.8972707909204738,1.170392227896805
37,-7.6948520599418835,0.8971454041222693,1.1812174500215438
38,-8.319847071126446,0.8970166478065704,1.1746832024605567
39,-8.780917926849112,0.8969175526559563,1.2540300177502044
40,-8.763206062434772,0.8968159286472003,1.1860958237696893
41,-8.64321894257264,0.896711776693453,1.2088474735985326
42,-8.610567590796286,0.8966050977305052,1.1343883111778217
43,-8.662400092598931,0.8964958927167727,1.1633273656901604
44,-8.647290267894604,0.8963841626332817,1.1889849777537245
45,-7.690065582408524,0.8962318271946085,1.1922271280669496
46,-8.76057530397504,0.8961150552599045,1.211007525450459
47,-8.696237133175593,0.8959957614475242,1.2107894763246514
48,-8.575621392725994,0.8958739468287389,1.144015907352085
49,-8.66206243571745,0.8957496124973524,1.1985382565496352
50,-1.4684808909805707,0.8954113803033017,0.03785423940426982
51,-8.652174199210684,0.8952820422567282,1.2107211286265975
52,-8.593871158989863,0.8951501885429933,1.1819238152221563
53,-8.742216437885215,0.8950158203455698,1.2069455371608193
54,-8.664863541394727,0.8948789388703726,1.1748052992900047
55,-7.687893248032563,0.894693085948392,1.2126610613245945
56,-8.577114267747023,0.894551189429594,1.1513560141245063
57,-8.402289959579763,0.8943586537083104,1.245912434667069
58,-7.708638139364975,0.8941627852222729,1.2230053432099917
59,-8.662978554994993,0.8940133816318964,1.2032696567955692
60,-8.572552888960862,0.8938614728953991,1.1274513099328014
61,-8.672683074747052,0.8937070603750357,1.1958281854796937
62,-8.4977788585585,0.8934978469675973,1.2124286151130608
63,-8.482240900641287,0.8933384409388646,1.1147067218821558
64,-8.602252681784513,0.8931765355016236,1.1474411356203085
65,-8.76198181529451,0.8930121321070528,1.187160773231948
66,-0.47607535727295414,0.8925115315936526,0.1778880168150289
67,-8.656428838049472,0.8923422037938165,1.1722681985214334
68,-8.649081384922674,0.8921703835105071,1.1661687905817173
69,-8.764219013288157,0.8919960722829552,1.192529609367903
70,-8.658917211693044,0.8918192716724895,1.1796501002630202
71,-7.726262005240078,0.8915802289450085,1.1866945214673625
72,-8.478746589029512,0.8913984672465266,1.133539454089299
73,-7.470342246712738,0.8910914128468183,1.2053777035849
74,-8.752752493022447,0.8909047112778071,1.2096358657806823
75,-8.7412840712655,0.8907155290015739,1.276344496152739
76,-8.668872201488213,0.8905238677111789,1.2001075347793875
77,-8.498242648004373,0.8902650262235592,1.2594136670747986
78,-8.607325104962431,0.8900684272104045,1.17872648585752
79,-8.648597354954644,0.8898693545841937,1.2013395911091398
80,-8.57246954667598,0.889667810125396,1.197232619589781
81,21.581818457390966,0.889055915354557,0.05250114128517018
82,-8.570781474769175,0.8888495329854518,1.1150305180488618
83,-8.222573513956837,0.8885710811660603,1.1534306359212865
84,-8.742565016465521,0.8883597878776789,1.2158779053715498
85,-7.712439524194027,0.8880747940015048,1.1955898314577327
86,-8.775361159289254,0.887858598595059,1.2329171892752402
87,-8.582756757010246,0.887639946036226,1.1472592454963881
88,-8.713563406752641,0.8874188382779806,1.2393439588683406
89,-8.946454802594744,0.8871952772948797,1.2217704989494822
90,-8.648590595866862,0.8869692650830318,1.1718097666229113
91,-8.746727317766334,0.8867408036600672,1.1784560953164775
92,-8.74343308588763,0.8865098950651089,1.2210688709319792
93,-8.599234410664568,0.8862765413587415,1.1801172423022932
94,-8.682927314680713,0.8860407446229808,1.2225803739384051
95,20.709601349275836,0.8852468830595365,0.048010810056816275
96,-8.650012791389079,0.885006366593249,1.1704500190004066
97,-8.329769918587719,0.8846824469674819,1.174616367434313
98,-8.741011629622479,0.8844370863978445,1.2048857417792238
99,-8.73999511298796,0.8841892953819717,1.1794588031272957
100,-8.580684020931917,0.8839390761281218,1.1454106050288846
101,-7.678814545679579,0.8836022327883021,1.2280387054742905
102,-8.197537650961507,0.8832621924502704,1.1997127464750557
103,-8.638677338881347,0.8830047542090599,1.2206391240744203
104,-8.710663858355954,0.8827448972655378,1.2005242109184697
105,-7.691944554565532,0.8823952178465044,1.220581821496429
106,-8.356295982565186,0.8820423570859052,1.2277344699419117
107,-8.66349330004903,0.8817753143519325,1.2024865500098556
108,-7.746552110577149,0.8814160650195751,1.215158727098799
109,-8.25915594651575,0.881053646628177,1.1367763804772981
110,-8.752221091377306,0.8807794441706837,1.178868385481558
111,-8.153640895730224,0.8804106599736221,1.192271382704345
112,-8.598123130288858,0.8801316888616424,1.1421319830301797
113,-8.178949959139338,0.8797565541251141,1.1288107438879802
114,-8.680218059616475,0.8794728259038945,1.2308000980872669
115,20.80032597348667,0.8785194804328179,0.06938624540336621
116,-8.220727337452988,0.878135136568569,1.1570746020277671
117,-8.612288258710713,0.8778445121432037,1.1848871063707567
118,-8.62800536637486,0.877551507050866,1.1656554385595992
119,22.433238766052067,0.8764689508157701,0.059545212584930736
120,-9.085829966125202,0.8761714755422385,1.2020884669908116
121,-8.568260224303396,0.8758716297219257,1.1078959212370718
122,-9.018514970851443,0.8755694160139298,1.1814148240187201
123,-8.705425622309205,0.8752648370976867,1.2228794349708643
124,-8.75557123469087,0.8749578956729309,1.210541381066159
125,-8.564749243468466,0.8746485944596557,1.2098114315202244
126,-8.979850127968565,0.874233076287423,1.2370708181131727
127,-8.566296345554202,0.8739191033010093,1.1518559325808158
128,-8.696909037776072,0.8736027791034746,1.2138745784641998
129,20.286471093316848,0.8725410165025482,0.07986856802018366
130,-7.698228317509034,0.8721134063622388,1.1622500801893048
131,-8.67696933183766,0.8717903792725191,1.1671821534074465
132,-8.704384889493827,0.8714650147087626,1.1891403348018321
133,-8.559750417005572,0.8711373155482239,1.1521174845698416
134,-10,0.871027290519782,1.4407288958147428
135,-0.44707806772738223,0.8700303481269469,0.21882776396045497
136,-8.657011806834484,0.8696958439883956,1.2045618732779555
137,-8.699142206638863,0.8693590182189534,1.2023773065850725
138,-8.376670717678497,0.8689068568489161,1.2444333670963172
139,-7.688616667234984,0.8684516711898477,1.2398363829143582
140,-8.731079199457442,0.8681079936652802,1.1997714842532023
141,-8.571761343542118,0.8677620071652636,1.161631393503224
142,-8.659853038407514,0.8674137147417645,1.1897439797091447
143,-10,0.8672968329378046,1.5
144,-8.585345747084471,0.8669438369585968,1.1547469977933966
145,22.906313799624346,0.8657601267922732,0.07474762080961407
146,-8.561813679607948,0.865402902094658,1.163397220238043
147,-7.923061999020922,0.8649235861209326,1.195949275290205
148,-8.323629735259056,0.8644412941304636,1.1880576085427275
149,-8.211637193107327,0.863956031741718,0.7679115732037898
150,-8.671149007745008,0.8635898339281219,1.2048094487846919
151,-8.639577893190587,0.8632213611987269,1.1776492243460794
152,-7.604243027157028,0.8627270728899906,1.2612527236007718
153,-8.669701728116829,0.862354116763513,1.130299424023271
154,-7.64026953404356,0.8618538607222661,1.2228410454930163
155,-1.3235810218443014,0.8608477858303152,0.07241458379155082
156,-8.269216489205,0.8603419746414604,0.8514069744366184
157,-8.626896853006269,0.8599603934408314,1.079547912145819
158,-8.677654822323268,0.8595765631892965,1.19408392281411
159,-7.644014017228448,0.8590618361956425,1.1813429852851547
160,-7.6139709372543365,0.8585442022809984,1.2278740718031558
161,-8.64482027593361,0.8581537697283483,1.183705900905872
162,-8.658042073730352,0.8577611024221444,1.1808561149974819
163,-8.640013042555026,0.8573662038036414,1.2401083449723596
164,-8.678722373187886,0.8569690773324928,1.1855933082565266
165,-8.578378124474437,0.8565697264867017,1.149369870616512
166,-8.698769336534554,0.85616815476257,1.2121960527815485
167,18.41796012188306,0.8550918332506708,0.019263772542809206
168,-7.606822632437108,0.854550993281309,1.1720740614966865
169,-10,0.8544150356521877,1.5
170,-8.683884806360712,0.8540048885803982,1.2067101227155803
171,-10,0.8538674154987345,0.8520401490967354
172,-8.67466015446937,0.8534527269111937,1.2200344866761097
173,-8.591482284986935,0.8530358431366241,1.139471129942509
174,-8.57427032818804,0.8526167678146817,1.1506463616342897
175,-8.653013895082974,0.852195504602848,1.1839903400918952
176,-8.727898604559135,0.8517720571763758,1.2092053742927964
177,-8.6984970925358,0.8513464292282362,1.1674090455109898
178,-8.689456806382292,0.850918624469065,1.2233163064413308
179,-7.339643619455281,0.8502021229824087,1.2243471664904553
180,-7.533563118087894,0.8496261848164817,1.146295245079327
181,-8.630493174865233,0.8491921056612827,1.2161499610672397
182,-8.654495672889512,0.8487558658758906,1.2100855852906893
183,-8.6153967870468,0.8483174692564079,1.1760520934317171
184,-7.348564823865598,0.8475833549290619,1.1974237471292577
185,-8.687366306294022,0.847140818982161,1.2281532819695988
186,-8.752613391352131,0.8466961384825663,1.2350832138938643
187,-8.546441233760662,0.8462493172939397,1.1758875658968124
188,-8.75961269330752,0.8458003592970419,1.213037107634457
189,-8.746225073166892,0.8453492683896777,1.2024252361578738
190,-8.779284765494152,0.844896048486639,1.2296469910915808
191,-8.746608094810444,0.8444407035196478,1.2584524930033623
192,-7.7328649226830475,0.8438308072894748,1.2274099991326277
193,-7.743245267939116,0.8432182064006155,1.1436305287902901
194,-8.653596167670345,0.8426029078391672,1.248655303515221
195,-8.726336381147195,0.8421393707359036,1.2356755853213157
196,-8.7668138235092,0.8416737296977922,1.2214408084444925
197,-8.657392076895036,0.8412059887546037,1.2235314389432075
198,19.23275864435881,0.8399537105346032,0.09818565093365059
199,-8.656699136229014,0.8394822489147106,1.1764488919046636
200,-8.665480485071761,0.8390087016437495,1.2017654623565368
201,-8.638974904276878,0.8385330728131628,1.2102591510194416
202,-8.66697792531493,0.8380553665306609,1.16518563595309
203,-7.780940655017473,0.837415725302522,1.1926915210129543
204,-8.125273312990801,0.8367734561521267,1.1619657899437406
205,-8.434131740107809,0.8361285663590325,1.2133642133823834
206,-8.568349510219669,0.8356428889947861,1.1479701550585748
207,19.42856195441922,0.8343429410246042,0.06789389164531602
208,-8.531931102084119,0.8338536636998063,1.1227261878555959
209,-8.674545705622359,0.8333623414982727,1.1648465813401887
210,-8.651871131540625,0.8328689786487444,1.2100111924476085
211,-8.738655320205027,0.8323735793956651,1.2489596942142698
212,19.705924227705957,0.8310477983850986,0.048335434355433804
213,-8.478976401165443,0.8303826290632429,1.1948509850816573
214,-8.643848953946474,0.8298817842037866,1.1958702659833917
215,-8.641334557727745,0.829378922643262,1.1954998453169348
216,-7.710091619675534,0.8287058300719605,1.1610504843296174
217,-8.65060484691787,0.8281990575489374,1.2012850981081202
218,-8.420408195830419,0.8275207637498314,1.24390443244287
219,-8.646644644996007,0.827010100379334,1.183077952244185
220,-8.561471618163264,0.8264974429086585,1.1988241154910853
221,-7.6911260166181865,0.8258113224790383,1.1772996959654018
222,-8.77322087711718,0.8252948041579603,1.217434279891111
223,-8.663187094328682,0.8247763053911545,1.1704626824816913
224,-8.597042577928256,0.8242558306130435,1.132508012672829
225,-8.489491124168369,0.8235593138450523,1.1924040142901315
226,-8.673071254104505,0.8230350183865099,1.211570004385194
227,-8.70571673526065,0.8225087607500521,1.21961992896243
228,-8.700480582303577,0.8219805454279332,1.1696222110801024
229,-8.58057624456111,0.8214503769269563,1.1360867874227825
230,-3.7612745903168303,0.8202093411220011,0.21597393031488554
231,-7.650525591790357,0.8194979963826845,1.248344203479547
232,-8.603101846013473,0.8189626121125406,1.1814733692809465
233,-8.692617853315937,0.8184252950608613,1.1599974201319068
234,-8.659982183129316,0.8178860498009599,1.2025402262449665
235,-8.700311330805008,0.8173448809202951,1.177667468954018
236,-8.556831283190101,0.816801793020406,1.1689257427973112
237,-7.325380420031806,0.8158936710642033,1.1550203488650779
238,-7.668887817026017,0.8151648872454895,1.1918663410086847
239,-8.80215669651611,0.8146164606557619,1.1040668185237745
240,-8.63669679664194,0.8140661349451195,1.2222276488838695
241,-8.58271652784061,0.8135139147811987,1.102605254816715
242,-8.643865874771983,0.8129598048453125,1.1257741526679845
243,-8.91152137185587,0.8124038098323857,1.1900060221915754
244,-8.5918989598791,0.8118459344508882,1.104073187241853
245,-8.633127661633957,0.8112861834227689,1.1815447245409578
246,-10,0.8110989300547555,1.4436922095943616
247,21.18090533857832,0.8088463727650913,0.03321808522175816
248,21.435344331667828,0.8069667654370816,0.039543525206219565
249,-8.732104733852564,0.8064015224078559,1.2099644238100404
250,-8.645965107815696,0.8058344339508038,1.1978320270518181
251,-8.380446421817531,0.8050759569982605,1.1978889133277564
252,-0.4027850247312248,0.8033653852493918,0.051056540745553325
253,-8.759053614249279,0.8027937978668394,1.217959241633472
254,-8.747725599643857,0.8022203874899642,1.2630961632136757
255,-8.371248689558438,0.80145351386676,1.1830947389893447
256,-8.636172929354723,0.8008766191240471,1.2075724581900258
257,-8.660426807274213,0.8002979163692814,1.210126680542439
258,-8.731774094084455,0.7997174104667765,1.181471263517964
259,-8.66728036651382,0.7991351062933114,1.2096821725940348
260,-9.014849460731586,0.798551008738063,1.1787708610400467
261,20.327736410493564,0.7967947259802046,0.08428384772752791
262,-8.65912096949453,0.7962079759485543,1.2119707233148267
263,-8.675346779002698,0.7956194500595251,1.2259543117207656
264,-8.590382610624875,0.795029153243473,1.18197107524388
265,-7.60974157225392,0.7942398407505622,1.1837296869349592
266,-1.615278844146225,0.7926577822766754,0.12202277817782557
267,-7.656064918327594,0.7918650471611067,1.2070215215714686
268,-8.436048101054505,0.7910701939479917,1.185635729447918
269,18.140769787775024,0.7894771256469129,0.013310861041412271
270,-8.600533010899188,0.7888783916951252,1.1954352405369317
271,-8.739051343843641,0.7882779276843714,1.2782713592863162
272,-8.578772496018022,0.7876757386219329,1.130207905707638
273,21.164355715783167,0.7858654941281802,0.10192845550268008
274,-8.906181563782884,0.785260861230173,1.2346052492507973
275,-8.665225887759629,0.7846545211693241,1.167354717103543
276,-8.66198078856554,0.7840464789899968,1.213527257629439
277,-8.597091949092158,0.7834367397476998,1.1254115330490855
278,-8.573156897979437,0.7828253085090172,1.196163811314222
279,-8.543475445989285,0.7822121903515384,1.1870979400271315
280,-8.620126853244969,0.7815973903637882,1.1899378167362051
281,-8.632622912764148,0.7809809136451566,1.132013549216589
282,-8.577136009685567,0.7803627653058287,1.1347704129113394
283,-8.663775851722628,0.7797429504667135,1.2617401644496395
284,-8.161909292644978,0.7789144331619126,1.134279104120281
285,-8.615738326530192,0.7780839441767716,1.0917781580552526
286,-8.809213893757887,0.7774595160706322,1.2333627233284714
287,-8.375060041470649,0.7766248717237032,1.1932826227980458
288,-8.75665133988548,0.7759973389677219,1.2180263927737405
